Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:21:34.261000,VER,1,0 days 00:01:17.079000,15.0,1.0,,,0 days 00:00:20.271000,0 days 00:00:36.248000,0 days 00:00:20.560000,0 days 01:20:37.453000,0 days 01:21:13.701000,0 days 01:21:34.261000,197.0,190.0,257.0,261.0,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:20:17.182000,2023-05-28 13:21:18.159,21,1.0,False,,False,True
0 days 01:22:51.085000,VER,1,0 days 00:01:16.824000,16.0,1.0,,,0 days 00:00:20.269000,0 days 00:00:36.135000,0 days 00:00:20.420000,0 days 01:21:54.530000,0 days 01:22:30.665000,0 days 01:22:51.085000,,189.0,256.0,262.0,True,MEDIUM,16.0,True,Red Bull Racing,0 days 01:21:34.261000,2023-05-28 13:22:35.238,1,1.0,False,,False,True
0 days 01:24:07.945000,VER,1,0 days 00:01:16.860000,17.0,1.0,,,0 days 00:00:20.186000,0 days 00:00:36.210000,0 days 00:00:20.464000,0 days 01:23:11.271000,0 days 01:23:47.481000,0 days 01:24:07.945000,199.0,191.0,257.0,262.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:22:51.085000,2023-05-28 13:23:52.062,1,1.0,False,,False,True
0 days 01:25:24.657000,VER,1,0 days 00:01:16.712000,18.0,1.0,,,0 days 00:00:20.148000,0 days 00:00:36.094000,0 days 00:00:20.470000,0 days 01:24:28.093000,0 days 01:25:04.187000,0 days 01:25:24.657000,201.0,191.0,257.0,263.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:24:07.945000,2023-05-28 13:25:08.922,1,1.0,False,,False,True
0 days 01:26:41.480000,VER,1,0 days 00:01:16.823000,19.0,1.0,,,0 days 00:00:20.223000,0 days 00:00:36.163000,0 days 00:00:20.437000,0 days 01:25:44.880000,0 days 01:26:21.043000,0 days 01:26:41.480000,,191.0,257.0,264.0,False,MEDIUM,19.0,True,Red Bull Racing,0 days 01:25:24.657000,2023-05-28 13:26:25.634,1,1.0,False,,False,True
0 days 01:27:58.694000,VER,1,0 days 00:01:17.214000,20.0,1.0,,,0 days 00:00:20.207000,0 days 00:00:36.333000,0 days 00:00:20.674000,0 days 01:27:01.687000,0 days 01:27:38.020000,0 days 01:27:58.694000,197.0,190.0,258.0,267.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:26:41.480000,2023-05-28 13:27:42.457,1,1.0,False,,False,True
0 days 01:29:15.497000,VER,1,0 days 00:01:16.803000,21.0,1.0,,,0 days 00:00:20.157000,0 days 00:00:36.186000,0 days 00:00:20.460000,0 days 01:28:18.851000,0 days 01:28:55.037000,0 days 01:29:15.497000,202.0,192.0,257.0,265.0,False,MEDIUM,21.0,True,Red Bull Racing,0 days 01:27:58.694000,2023-05-28 13:28:59.671,1,1.0,False,,False,True
0 days 01:30:32.156000,VER,1,0 days 00:01:16.659000,22.0,1.0,,,0 days 00:00:20.084000,0 days 00:00:36.154000,0 days 00:00:20.421000,0 days 01:29:35.581000,0 days 01:30:11.735000,0 days 01:30:32.156000,199.0,192.0,258.0,265.0,True,MEDIUM,22.0,True,Red Bull Racing,0 days 01:29:15.497000,2023-05-28 13:30:16.474,1,1.0,False,,False,True
0 days 01:31:48.760000,VER,1,0 days 00:01:16.604000,23.0,1.0,,,0 days 00:00:20.208000,0 days 00:00:36.076000,0 days 00:00:20.320000,0 days 01:30:52.364000,0 days 01:31:28.440000,0 days 01:31:48.760000,202.0,191.0,259.0,265.0,True,MEDIUM,23.0,True,Red Bull Racing,0 days 01:30:32.156000,2023-05-28 13:31:33.133,1,1.0,False,,False,True
0 days 01:33:05.558000,VER,1,0 days 00:01:16.798000,24.0,1.0,,,0 days 00:00:20.160000,0 days 00:00:36.094000,0 days 00:00:20.544000,0 days 01:32:08.920000,0 days 01:32:45.014000,0 days 01:33:05.558000,201.0,191.0,259.0,266.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:31:48.760000,2023-05-28 13:32:49.737,1,1.0,False,,False,True
0 days 01:34:22.741000,VER,1,0 days 00:01:17.183000,25.0,1.0,,,0 days 00:00:20.245000,0 days 00:00:36.397000,0 days 00:00:20.541000,0 days 01:33:25.803000,0 days 01:34:02.200000,0 days 01:34:22.741000,198.0,191.0,259.0,267.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:33:05.558000,2023-05-28 13:34:06.535,1,1.0,False,,False,True
0 days 01:35:39.953000,VER,1,0 days 00:01:17.212000,26.0,1.0,,,0 days 00:00:20.318000,0 days 00:00:36.387000,0 days 00:00:20.507000,0 days 01:34:43.059000,0 days 01:35:19.446000,0 days 01:35:39.953000,201.0,191.0,259.0,268.0,False,MEDIUM,26.0,True,Red Bull Racing,0 days 01:34:22.741000,2023-05-28 13:35:23.718,1,1.0,False,,False,True
0 days 01:36:57.212000,VER,1,0 days 00:01:17.259000,27.0,1.0,,,0 days 00:00:20.263000,0 days 00:00:36.370000,0 days 00:00:20.626000,0 days 01:36:00.216000,0 days 01:36:36.586000,0 days 01:36:57.212000,199.0,192.0,259.0,269.0,False,MEDIUM,27.0,True,Red Bull Racing,0 days 01:35:39.953000,2023-05-28 13:36:40.930,1,1.0,False,,False,True
0 days 01:38:14.982000,VER,1,0 days 00:01:17.770000,28.0,1.0,,,0 days 00:00:20.336000,0 days 00:00:36.715000,0 days 00:00:20.719000,0 days 01:37:17.548000,0 days 01:37:54.263000,0 days 01:38:14.982000,192.0,191.0,259.0,269.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:36:57.212000,2023-05-28 13:37:58.189,1,1.0,False,,False,True
0 days 01:39:32.983000,VER,1,0 days 00:01:18.001000,29.0,1.0,,,0 days 00:00:20.358000,0 days 00:00:36.723000,0 days 00:00:20.920000,0 days 01:38:35.340000,0 days 01:39:12.063000,0 days 01:39:32.983000,195.0,193.0,259.0,271.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:38:14.982000,2023-05-28 13:39:15.959,1,1.0,False,,False,True
0 days 01:40:51.143000,VER,1,0 days 00:01:18.160000,30.0,1.0,,,0 days 00:00:20.292000,0 days 00:00:36.888000,0 days 00:00:20.980000,0 days 01:39:53.275000,0 days 01:40:30.163000,0 days 01:40:51.143000,197.0,188.0,259.0,270.0,False,MEDIUM,30.0,True,Red Bull Racing,0 days 01:39:32.983000,2023-05-28 13:40:33.960,1,1.0,False,,False,True
0 days 01:42:09.884000,VER,1,0 days 00:01:18.741000,31.0,1.0,,,0 days 00:00:20.522000,0 days 00:00:37.201000,0 days 00:00:21.018000,0 days 01:41:11.665000,0 days 01:41:48.866000,0 days 01:42:09.884000,192.0,188.0,261.0,267.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 01:40:51.143000,2023-05-28 13:41:52.120,1,1.0,False,,False,True
0 days 01:43:28.700000,VER,1,0 days 00:01:18.816000,32.0,1.0,,,0 days 00:00:20.514000,0 days 00:00:37.616000,0 days 00:00:20.686000,0 days 01:42:30.398000,0 days 01:43:08.014000,0 days 01:43:28.700000,197.0,188.0,261.0,270.0,False,MEDIUM,32.0,True,Red Bull Racing,0 days 01:42:09.884000,2023-05-28 13:43:10.861,1,1.0,False,,False,True
0 days 01:44:47.646000,VER,1,0 days 00:01:18.946000,33.0,1.0,,,0 days 00:00:20.388000,0 days 00:00:37.184000,0 days 00:00:21.374000,0 days 01:43:49.088000,0 days 01:44:26.272000,0 days 01:44:47.646000,195.0,189.0,260.0,267.0,False,MEDIUM,33.0,True,Red Bull Racing,0 days 01:43:28.700000,2023-05-28 13:44:29.677,1,1.0,False,,False,True
0 days 01:46:05.690000,VER,1,0 days 00:01:18.044000,34.0,1.0,,,0 days 00:00:20.330000,0 days 00:00:36.922000,0 days 00:00:20.792000,0 days 01:45:07.976000,0 days 01:45:44.898000,0 days 01:46:05.690000,197.0,191.0,261.0,267.0,False,MEDIUM,34.0,True,Red Bull Racing,0 days 01:44:47.646000,2023-05-28 13:45:48.623,1,1.0,False,,False,True
0 days 01:47:23.714000,VER,1,0 days 00:01:18.024000,35.0,1.0,,,0 days 00:00:20.355000,0 days 00:00:36.913000,0 days 00:00:20.756000,0 days 01:46:26.045000,0 days 01:47:02.958000,0 days 01:47:23.714000,199.0,192.0,260.0,267.0,False,MEDIUM,35.0,True,Red Bull Racing,0 days 01:46:05.690000,2023-05-28 13:47:06.667,1,1.0,False,,False,True
0 days 01:48:41.688000,VER,1,0 days 00:01:17.974000,36.0,1.0,,,0 days 00:00:20.616000,0 days 00:00:36.766000,0 days 00:00:20.592000,0 days 01:47:44.330000,0 days 01:48:21.096000,0 days 01:48:41.688000,198.0,190.0,258.0,263.0,False,MEDIUM,36.0,True,Red Bull Racing,0 days 01:47:23.714000,2023-05-28 13:48:24.691,1,1.0,False,,False,True
0 days 01:49:58.961000,VER,1,0 days 00:01:17.273000,37.0,1.0,,,0 days 00:00:20.145000,0 days 00:00:36.631000,0 days 00:00:20.497000,0 days 01:49:01.833000,0 days 01:49:38.464000,0 days 01:49:58.961000,205.0,193.0,258.0,264.0,False,MEDIUM,37.0,True,Red Bull Racing,0 days 01:48:41.688000,2023-05-28 13:49:42.665,1,1.0,False,,False,True
0 days 01:51:16.083000,VER,1,0 days 00:01:17.122000,38.0,1.0,,,0 days 00:00:20.055000,0 days 00:00:36.492000,0 days 00:00:20.575000,0 days 01:50:19.016000,0 days 01:50:55.508000,0 days 01:51:16.083000,202.0,192.0,258.0,264.0,False,MEDIUM,38.0,True,Red Bull Racing,0 days 01:49:58.961000,2023-05-28 13:50:59.938,1,1.0,False,,False,True
0 days 01:52:33.049000,VER,1,0 days 00:01:16.966000,39.0,1.0,,,0 days 00:00:20.026000,0 days 00:00:36.407000,0 days 00:00:20.533000,0 days 01:51:36.109000,0 days 01:52:12.516000,0 days 01:52:33.049000,,196.0,258.0,264.0,False,MEDIUM,39.0,True,Red Bull Racing,0 days 01:51:16.083000,2023-05-28 13:52:17.060,1,1.0,False,,False,True
0 days 01:53:50.210000,VER,1,0 days 00:01:17.161000,40.0,1.0,,,0 days 00:00:20.110000,0 days 00:00:36.515000,0 days 00:00:20.536000,0 days 01:52:53.159000,0 days 01:53:29.674000,0 days 01:53:50.210000,199.0,194.0,258.0,264.0,False,MEDIUM,40.0,True,Red Bull Racing,0 days 01:52:33.049000,2023-05-28 13:53:34.026,1,1.0,False,,False,True
0 days 01:55:07.154000,VER,1,0 days 00:01:16.944000,41.0,1.0,,,0 days 00:00:20.092000,0 days 00:00:36.394000,0 days 00:00:20.458000,0 days 01:54:10.302000,0 days 01:54:46.696000,0 days 01:55:07.154000,202.0,194.0,259.0,265.0,False,MEDIUM,41.0,True,Red Bull Racing,0 days 01:53:50.210000,2023-05-28 13:54:51.187,1,1.0,False,,False,True
0 days 01:56:23.954000,VER,1,0 days 00:01:16.800000,42.0,1.0,,,0 days 00:00:19.937000,0 days 00:00:36.446000,0 days 00:00:20.417000,0 days 01:55:27.091000,0 days 01:56:03.537000,0 days 01:56:23.954000,203.0,197.0,259.0,265.0,False,MEDIUM,42.0,True,Red Bull Racing,0 days 01:55:07.154000,2023-05-28 13:56:08.131,1,1.0,False,,False,True
0 days 01:57:40.917000,VER,1,0 days 00:01:16.963000,43.0,1.0,,,0 days 00:00:19.979000,0 days 00:00:36.577000,0 days 00:00:20.407000,0 days 01:56:43.933000,0 days 01:57:20.510000,0 days 01:57:40.917000,202.0,196.0,259.0,265.0,False,MEDIUM,43.0,True,Red Bull Racing,0 days 01:56:23.954000,2023-05-28 13:57:24.931,1,1.0,False,,False,True
0 days 01:58:57.639000,VER,1,0 days 00:01:16.722000,44.0,1.0,,,0 days 00:00:19.943000,0 days 00:00:36.347000,0 days 00:00:20.432000,0 days 01:58:00.860000,0 days 01:58:37.207000,0 days 01:58:57.639000,204.0,196.0,260.0,265.0,False,MEDIUM,44.0,True,Red Bull Racing,0 days 01:57:40.917000,2023-05-28 13:58:41.894,1,1.0,False,,False,True
0 days 02:00:14.340000,VER,1,0 days 00:01:16.701000,45.0,1.0,,,0 days 00:00:19.913000,0 days 00:00:36.379000,0 days 00:00:20.409000,0 days 01:59:17.552000,0 days 01:59:53.931000,0 days 02:00:14.340000,206.0,195.0,260.0,267.0,False,MEDIUM,45.0,True,Red Bull Racing,0 days 01:58:57.639000,2023-05-28 13:59:58.616,1,1.0,False,,False,True
0 days 02:01:31.415000,VER,1,0 days 00:01:17.075000,46.0,1.0,,,0 days 00:00:19.990000,0 days 00:00:36.632000,0 days 00:00:20.453000,0 days 02:00:34.330000,0 days 02:01:10.962000,0 days 02:01:31.415000,202.0,193.0,260.0,267.0,False,MEDIUM,46.0,True,Red Bull Racing,0 days 02:00:14.340000,2023-05-28 14:01:15.317,1,1.0,False,,False,True
0 days 02:02:48.575000,VER,1,0 days 00:01:17.160000,47.0,1.0,,,0 days 00:00:20.018000,0 days 00:00:36.619000,0 days 00:00:20.523000,0 days 02:01:51.433000,0 days 02:02:28.052000,0 days 02:02:48.575000,201.0,194.0,259.0,268.0,False,MEDIUM,47.0,True,Red Bull Racing,0 days 02:01:31.415000,2023-05-28 14:02:32.392,1,1.0,False,,False,True
0 days 02:04:05.640000,VER,1,0 days 00:01:17.065000,48.0,1.0,,,0 days 00:00:19.972000,0 days 00:00:36.606000,0 days 00:00:20.487000,0 days 02:03:08.547000,0 days 02:03:45.153000,0 days 02:04:05.640000,198.0,197.0,260.0,268.0,False,MEDIUM,48.0,True,Red Bull Racing,0 days 02:02:48.575000,2023-05-28 14:03:49.552,1,1.0,False,,False,True
0 days 02:05:23.068000,VER,1,0 days 00:01:17.428000,49.0,1.0,,,0 days 00:00:20.073000,0 days 00:00:36.700000,0 days 00:00:20.655000,0 days 02:04:25.713000,0 days 02:05:02.413000,0 days 02:05:23.068000,205.0,193.0,260.0,268.0,False,MEDIUM,49.0,True,Red Bull Racing,0 days 02:04:05.640000,2023-05-28 14:05:06.617,1,1.0,False,,False,True
0 days 02:06:40.382000,VER,1,0 days 00:01:17.314000,50.0,1.0,,,0 days 00:00:20.095000,0 days 00:00:36.655000,0 days 00:00:20.564000,0 days 02:05:43.163000,0 days 02:06:19.818000,0 days 02:06:40.382000,203.0,193.0,260.0,267.0,False,MEDIUM,50.0,True,Red Bull Racing,0 days 02:05:23.068000,2023-05-28 14:06:24.045,1,1.0,False,,False,True
0 days 02:07:57.809000,VER,1,0 days 00:01:17.427000,51.0,1.0,,,0 days 00:00:20.073000,0 days 00:00:36.836000,0 days 00:00:20.518000,0 days 02:07:00.455000,0 days 02:07:37.291000,0 days 02:07:57.809000,,193.0,259.0,267.0,False,MEDIUM,51.0,True,Red Bull Racing,0 days 02:06:40.382000,2023-05-28 14:07:41.359,1,1.0,False,,False,True
0 days 02:09:21.855000,VER,1,0 days 00:01:24.046000,52.0,1.0,,,0 days 00:00:20.561000,0 days 00:00:41.201000,0 days 00:00:22.284000,0 days 02:08:18.370000,0 days 02:08:59.571000,0 days 02:09:21.855000,182.0,162.0,259.0,267.0,False,MEDIUM,52.0,True,Red Bull Racing,0 days 02:07:57.809000,2023-05-28 14:08:58.786,1,1.0,False,,False,True
0 days 02:10:51.774000,VER,1,0 days 00:01:29.919000,53.0,1.0,,,0 days 00:00:23.457000,0 days 00:00:44.072000,0 days 00:00:22.390000,0 days 02:09:45.312000,0 days 02:10:29.384000,0 days 02:10:51.774000,138.0,170.0,259.0,266.0,False,MEDIUM,53.0,True,Red Bull Racing,0 days 02:09:21.855000,2023-05-28 14:10:22.832,1,1.0,False,,False,True
0 days 02:12:30.720000,VER,1,0 days 00:01:38.946000,54.0,1.0,,,0 days 00:00:24.995000,0 days 00:00:49.817000,0 days 00:00:24.134000,0 days 02:11:16.769000,0 days 02:12:06.586000,0 days 02:12:30.720000,123.0,147.0,256.0,255.0,False,MEDIUM,54.0,True,Red Bull Racing,0 days 02:10:51.774000,2023-05-28 14:11:52.751,1,1.0,False,,False,True
0 days 02:14:41.287000,VER,1,0 days 00:02:10.567000,55.0,1.0,,0 days 02:14:17.451000,0 days 00:00:28.610000,0 days 00:00:55.513000,0 days 00:00:46.444000,0 days 02:12:59.330000,0 days 02:13:54.843000,0 days 02:14:41.287000,108.0,115.0,,238.0,False,MEDIUM,55.0,True,Red Bull Racing,0 days 02:12:30.720000,2023-05-28 14:13:31.697,12,1.0,False,,False,False
0 days 02:16:27.418000,VER,1,0 days 00:01:46.131000,56.0,2.0,0 days 02:14:41.935000,,0 days 00:00:30.769000,0 days 00:00:48.885000,0 days 00:00:26.477000,0 days 02:15:12.056000,0 days 02:16:00.941000,0 days 02:16:27.418000,104.0,137.0,247.0,250.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:14:41.287000,2023-05-28 14:15:42.264,21,1.0,False,,False,False
0 days 02:18:10.882000,VER,1,0 days 00:01:43.464000,57.0,2.0,,,0 days 00:00:28.427000,0 days 00:00:48.738000,0 days 00:00:26.299000,0 days 02:16:55.845000,0 days 02:17:44.583000,0 days 02:18:10.882000,117.0,125.0,250.0,261.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:16:27.418000,2023-05-28 14:17:28.395,1,1.0,False,,False,True
0 days 02:19:53.690000,VER,1,0 days 00:01:42.808000,58.0,2.0,,,0 days 00:00:28.298000,0 days 00:00:47.828000,0 days 00:00:26.682000,0 days 02:18:39.180000,0 days 02:19:27.008000,0 days 02:19:53.690000,124.0,136.0,248.0,258.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:18:10.882000,2023-05-28 14:19:11.859,12,1.0,False,,False,True
0 days 02:21:37.481000,VER,1,0 days 00:01:43.791000,59.0,2.0,,,0 days 00:00:28.509000,0 days 00:00:48.450000,0 days 00:00:26.832000,0 days 02:20:22.199000,0 days 02:21:10.649000,0 days 02:21:37.481000,123.0,127.0,242.0,258.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:19:53.690000,2023-05-28 14:20:54.667,12,1.0,False,,False,True
0 days 02:23:19.021000,VER,1,0 days 00:01:41.540000,60.0,2.0,,,0 days 00:00:28.156000,0 days 00:00:47.156000,0 days 00:00:26.228000,0 days 02:22:05.637000,0 days 02:22:52.793000,0 days 02:23:19.021000,127.0,135.0,251.0,262.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 02:21:37.481000,2023-05-28 14:22:38.458,12,1.0,False,,False,True
0 days 02:24:59.818000,VER,1,0 days 00:01:40.797000,61.0,2.0,,,0 days 00:00:26.984000,0 days 00:00:47.662000,0 days 00:00:26.151000,0 days 02:23:46.005000,0 days 02:24:33.667000,0 days 02:24:59.818000,133.0,130.0,254.0,261.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 02:23:19.021000,2023-05-28 14:24:19.998,12,1.0,False,,False,True
0 days 02:26:39.090000,VER,1,0 days 00:01:39.272000,62.0,2.0,,,0 days 00:00:26.805000,0 days 00:00:46.575000,0 days 00:00:25.892000,0 days 02:25:26.623000,0 days 02:26:13.198000,0 days 02:26:39.090000,137.0,132.0,254.0,265.0,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 02:24:59.818000,2023-05-28 14:26:00.795,1,1.0,False,,False,True
0 days 02:28:18.700000,VER,1,0 days 00:01:39.610000,63.0,2.0,,,0 days 00:00:26.537000,0 days 00:00:47.112000,0 days 00:00:25.961000,0 days 02:27:05.627000,0 days 02:27:52.739000,0 days 02:28:18.700000,140.0,118.0,254.0,264.0,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 02:26:39.090000,2023-05-28 14:27:40.067,1,1.0,False,,False,True
0 days 02:29:57.064000,VER,1,0 days 00:01:38.364000,64.0,2.0,,,0 days 00:00:26.081000,0 days 00:00:46.953000,0 days 00:00:25.330000,0 days 02:28:44.781000,0 days 02:29:31.734000,0 days 02:29:57.064000,143.0,132.0,256.0,266.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 02:28:18.700000,2023-05-28 14:29:19.677,1,1.0,False,,False,True
0 days 02:31:34.224000,VER,1,0 days 00:01:37.160000,65.0,2.0,,,0 days 00:00:25.762000,0 days 00:00:46.617000,0 days 00:00:24.781000,0 days 02:30:22.826000,0 days 02:31:09.443000,0 days 02:31:34.224000,145.0,138.0,255.0,265.0,False,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 02:29:57.064000,2023-05-28 14:30:58.041,1,1.0,False,,False,True
0 days 02:33:08.259000,VER,1,0 days 00:01:34.035000,66.0,2.0,,,0 days 00:00:25.164000,0 days 00:00:45.389000,0 days 00:00:23.482000,0 days 02:31:59.388000,0 days 02:32:44.777000,0 days 02:33:08.259000,,134.0,257.0,263.0,False,INTERMEDIATE,11.0,True,Red Bull Racing,0 days 02:31:34.224000,2023-05-28 14:32:35.201,1,1.0,False,,False,True
0 days 02:34:41.180000,VER,1,0 days 00:01:32.921000,67.0,2.0,,,0 days 00:00:24.664000,0 days 00:00:45.275000,0 days 00:00:22.982000,0 days 02:33:32.923000,0 days 02:34:18.198000,0 days 02:34:41.180000,148.0,140.0,259.0,265.0,False,INTERMEDIATE,12.0,True,Red Bull Racing,0 days 02:33:08.259000,2023-05-28 14:34:09.236,1,1.0,False,,False,True
