Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:17:10.666000,HAM,44,0 days 00:01:20.646000,11.0,1.0,,,0 days 00:00:24.039000,0 days 00:00:32.419000,0 days 00:00:24.188000,0 days 01:16:14.034000,0 days 01:16:46.453000,0 days 01:17:10.641000,263.0,258.0,274.0,298.0,False,SOFT,14.0,False,Mercedes,0 days 01:15:50.020000,2023-06-04 13:16:50.027,1,3.0,False,,False,True
0 days 01:18:31.170000,HAM,44,0 days 00:01:20.504000,12.0,1.0,,,0 days 00:00:23.969000,0 days 00:00:32.233000,0 days 00:00:24.302000,0 days 01:17:34.610000,0 days 01:18:06.843000,0 days 01:18:31.145000,267.0,267.0,275.0,,False,SOFT,15.0,False,Mercedes,0 days 01:17:10.666000,2023-06-04 13:18:10.673,1,3.0,False,,False,True
0 days 01:19:51.722000,HAM,44,0 days 00:01:20.552000,13.0,1.0,,,0 days 00:00:23.926000,0 days 00:00:32.426000,0 days 00:00:24.200000,0 days 01:18:55.071000,0 days 01:19:27.497000,0 days 01:19:51.697000,,267.0,276.0,299.0,False,SOFT,16.0,False,Mercedes,0 days 01:18:31.170000,2023-06-04 13:19:31.177,1,3.0,False,,False,True
0 days 01:21:12.507000,HAM,44,0 days 00:01:20.785000,14.0,1.0,,,0 days 00:00:23.942000,0 days 00:00:32.461000,0 days 00:00:24.382000,0 days 01:20:15.639000,0 days 01:20:48.100000,0 days 01:21:12.482000,269.0,271.0,280.0,304.0,False,SOFT,17.0,False,Mercedes,0 days 01:19:51.722000,2023-06-04 13:20:51.729,1,3.0,False,,False,True
0 days 01:22:33.372000,HAM,44,0 days 00:01:20.865000,15.0,1.0,,,0 days 00:00:23.869000,0 days 00:00:32.575000,0 days 00:00:24.421000,0 days 01:21:36.351000,0 days 01:22:08.926000,0 days 01:22:33.347000,270.0,276.0,280.0,320.0,False,SOFT,18.0,False,Mercedes,0 days 01:21:12.507000,2023-06-04 13:22:12.514,1,2.0,False,,False,True
0 days 01:23:53.105000,HAM,44,0 days 00:01:19.733000,16.0,1.0,,,0 days 00:00:23.446000,0 days 00:00:32.157000,0 days 00:00:24.130000,0 days 01:22:56.793000,0 days 01:23:28.950000,0 days 01:23:53.080000,278.0,267.0,274.0,316.0,True,SOFT,19.0,False,Mercedes,0 days 01:22:33.372000,2023-06-04 13:23:33.379,1,2.0,False,,False,True
0 days 01:25:13.358000,HAM,44,0 days 00:01:20.253000,17.0,1.0,,,0 days 00:00:23.896000,0 days 00:00:32.209000,0 days 00:00:24.148000,0 days 01:24:16.976000,0 days 01:24:49.185000,0 days 01:25:13.333000,271.0,265.0,274.0,300.0,False,SOFT,20.0,False,Mercedes,0 days 01:23:53.105000,2023-06-04 13:24:53.112,1,2.0,False,,False,True
0 days 01:26:33.530000,HAM,44,0 days 00:01:20.172000,18.0,1.0,,,0 days 00:00:23.927000,0 days 00:00:32.153000,0 days 00:00:24.092000,0 days 01:25:37.260000,0 days 01:26:09.413000,0 days 01:26:33.505000,274.0,266.0,274.0,298.0,False,SOFT,21.0,False,Mercedes,0 days 01:25:13.358000,2023-06-04 13:26:13.365,1,2.0,False,,False,True
0 days 01:27:53.854000,HAM,44,0 days 00:01:20.324000,19.0,1.0,,,0 days 00:00:23.993000,0 days 00:00:32.220000,0 days 00:00:24.111000,0 days 01:26:57.498000,0 days 01:27:29.718000,0 days 01:27:53.829000,270.0,266.0,274.0,299.0,False,SOFT,22.0,False,Mercedes,0 days 01:26:33.530000,2023-06-04 13:27:33.537,1,2.0,False,,False,True
0 days 01:29:14.381000,HAM,44,0 days 00:01:20.527000,20.0,1.0,,,0 days 00:00:23.946000,0 days 00:00:32.388000,0 days 00:00:24.193000,0 days 01:28:17.775000,0 days 01:28:50.163000,0 days 01:29:14.356000,271.0,267.0,274.0,300.0,False,SOFT,23.0,False,Mercedes,0 days 01:27:53.854000,2023-06-04 13:28:53.861,1,2.0,False,,False,True
0 days 01:30:35.062000,HAM,44,0 days 00:01:20.681000,21.0,1.0,,,0 days 00:00:24.010000,0 days 00:00:32.262000,0 days 00:00:24.409000,0 days 01:29:38.366000,0 days 01:30:10.628000,0 days 01:30:35.037000,277.0,270.0,274.0,298.0,False,SOFT,24.0,False,Mercedes,0 days 01:29:14.381000,2023-06-04 13:30:14.388,1,2.0,False,,False,True
0 days 01:31:55.624000,HAM,44,0 days 00:01:20.562000,22.0,1.0,,,0 days 00:00:23.970000,0 days 00:00:32.328000,0 days 00:00:24.264000,0 days 01:30:59.007000,0 days 01:31:31.335000,0 days 01:31:55.599000,276.0,278.0,274.0,300.0,False,SOFT,25.0,False,Mercedes,0 days 01:30:35.062000,2023-06-04 13:31:35.069,1,2.0,False,,False,True
0 days 01:33:16.410000,HAM,44,0 days 00:01:20.786000,23.0,1.0,,,0 days 00:00:23.942000,0 days 00:00:32.528000,0 days 00:00:24.316000,0 days 01:32:19.541000,0 days 01:32:52.069000,0 days 01:33:16.385000,275.0,275.0,274.0,,False,SOFT,26.0,False,Mercedes,0 days 01:31:55.624000,2023-06-04 13:32:55.631,1,2.0,False,,False,True
0 days 01:34:41.082000,HAM,44,0 days 00:01:24.672000,24.0,1.0,,0 days 01:34:38.319000,0 days 00:00:24.046000,0 days 00:00:32.498000,0 days 00:00:28.128000,0 days 01:33:40.431000,0 days 01:34:12.929000,0 days 01:34:41.057000,277.0,274.0,,,False,SOFT,27.0,False,Mercedes,0 days 01:33:16.410000,2023-06-04 13:34:16.417,1,2.0,False,,False,False
0 days 01:36:20.395000,HAM,44,0 days 00:01:39.313000,25.0,2.0,0 days 01:35:00.896000,,0 days 00:00:43.171000,0 days 00:00:31.854000,0 days 00:00:24.288000,0 days 01:35:24.228000,0 days 01:35:56.082000,0 days 01:36:20.370000,268.0,262.0,275.0,251.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:34:41.082000,2023-06-04 13:35:41.089,1,5.0,False,,False,False
0 days 01:37:40.024000,HAM,44,0 days 00:01:19.629000,26.0,2.0,,,0 days 00:00:23.779000,0 days 00:00:31.900000,0 days 00:00:23.950000,0 days 01:36:44.149000,0 days 01:37:16.049000,0 days 01:37:39.999000,262.0,268.0,277.0,301.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:36:20.395000,2023-06-04 13:37:20.402,1,4.0,False,,False,True
0 days 01:38:59.210000,HAM,44,0 days 00:01:19.186000,27.0,2.0,,,0 days 00:00:23.752000,0 days 00:00:31.819000,0 days 00:00:23.615000,0 days 01:38:03.751000,0 days 01:38:35.570000,0 days 01:38:59.185000,268.0,271.0,286.0,304.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:37:40.024000,2023-06-04 13:38:40.031,1,3.0,False,,False,True
0 days 01:40:18.371000,HAM,44,0 days 00:01:19.161000,28.0,2.0,,,0 days 00:00:23.262000,0 days 00:00:31.857000,0 days 00:00:24.042000,0 days 01:39:22.447000,0 days 01:39:54.304000,0 days 01:40:18.346000,260.0,261.0,274.0,331.0,True,MEDIUM,4.0,True,Mercedes,0 days 01:38:59.210000,2023-06-04 13:39:59.217,1,2.0,False,,False,True
0 days 01:41:38.171000,HAM,44,0 days 00:01:19.800000,29.0,2.0,,,0 days 00:00:23.871000,0 days 00:00:32.074000,0 days 00:00:23.855000,0 days 01:40:42.217000,0 days 01:41:14.291000,0 days 01:41:38.146000,,259.0,275.0,298.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:40:18.371000,2023-06-04 13:41:18.378,1,2.0,False,,False,True
0 days 01:42:57.463000,HAM,44,0 days 00:01:19.292000,30.0,2.0,,,0 days 00:00:23.683000,0 days 00:00:31.794000,0 days 00:00:23.815000,0 days 01:42:01.829000,0 days 01:42:33.623000,0 days 01:42:57.438000,268.0,266.0,275.0,299.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:41:38.171000,2023-06-04 13:42:38.178,1,2.0,False,,False,True
0 days 01:44:16.946000,HAM,44,0 days 00:01:19.483000,31.0,2.0,,,0 days 00:00:23.854000,0 days 00:00:31.845000,0 days 00:00:23.784000,0 days 01:43:21.292000,0 days 01:43:53.137000,0 days 01:44:16.921000,264.0,266.0,275.0,300.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:42:57.463000,2023-06-04 13:43:57.470,1,2.0,False,,False,True
0 days 01:45:36.161000,HAM,44,0 days 00:01:19.215000,32.0,2.0,,,0 days 00:00:23.929000,0 days 00:00:31.655000,0 days 00:00:23.631000,0 days 01:44:40.850000,0 days 01:45:12.505000,0 days 01:45:36.136000,266.0,267.0,276.0,301.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:44:16.946000,2023-06-04 13:45:16.953,1,2.0,False,,False,True
0 days 01:46:55.360000,HAM,44,0 days 00:01:19.199000,33.0,2.0,,,0 days 00:00:23.769000,0 days 00:00:31.757000,0 days 00:00:23.673000,0 days 01:45:59.905000,0 days 01:46:31.662000,0 days 01:46:55.335000,,267.0,276.0,298.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:45:36.161000,2023-06-04 13:46:36.168,1,2.0,False,,False,True
0 days 01:48:14.388000,HAM,44,0 days 00:01:19.028000,34.0,2.0,,,0 days 00:00:23.705000,0 days 00:00:31.660000,0 days 00:00:23.663000,0 days 01:47:19.040000,0 days 01:47:50.700000,0 days 01:48:14.363000,,268.0,276.0,297.0,True,MEDIUM,10.0,True,Mercedes,0 days 01:46:55.360000,2023-06-04 13:47:55.367,1,2.0,False,,False,True
0 days 01:49:33.315000,HAM,44,0 days 00:01:18.927000,35.0,2.0,,,0 days 00:00:23.475000,0 days 00:00:31.699000,0 days 00:00:23.753000,0 days 01:48:37.838000,0 days 01:49:09.537000,0 days 01:49:33.290000,268.0,271.0,276.0,301.0,True,MEDIUM,11.0,True,Mercedes,0 days 01:48:14.388000,2023-06-04 13:49:14.395,1,2.0,False,,False,True
0 days 01:50:52.442000,HAM,44,0 days 00:01:19.127000,36.0,2.0,,,0 days 00:00:23.539000,0 days 00:00:31.644000,0 days 00:00:23.944000,0 days 01:49:56.829000,0 days 01:50:28.473000,0 days 01:50:52.417000,277.0,278.0,276.0,,False,MEDIUM,12.0,True,Mercedes,0 days 01:49:33.315000,2023-06-04 13:50:33.322,1,2.0,False,,False,True
0 days 01:52:12.277000,HAM,44,0 days 00:01:19.835000,37.0,2.0,,,0 days 00:00:23.939000,0 days 00:00:31.801000,0 days 00:00:24.095000,0 days 01:51:16.356000,0 days 01:51:48.157000,0 days 01:52:12.252000,267.0,267.0,275.0,,False,MEDIUM,13.0,True,Mercedes,0 days 01:50:52.442000,2023-06-04 13:51:52.449,1,2.0,False,,False,True
0 days 01:53:32.009000,HAM,44,0 days 00:01:19.732000,38.0,2.0,,,0 days 00:00:23.684000,0 days 00:00:31.953000,0 days 00:00:24.095000,0 days 01:52:35.936000,0 days 01:53:07.889000,0 days 01:53:31.984000,275.0,267.0,275.0,,False,MEDIUM,14.0,True,Mercedes,0 days 01:52:12.277000,2023-06-04 13:53:12.284,1,2.0,False,,False,True
0 days 01:54:51.603000,HAM,44,0 days 00:01:19.594000,39.0,2.0,,,0 days 00:00:23.751000,0 days 00:00:31.975000,0 days 00:00:23.868000,0 days 01:53:55.735000,0 days 01:54:27.710000,0 days 01:54:51.578000,267.0,266.0,276.0,,False,MEDIUM,15.0,True,Mercedes,0 days 01:53:32.009000,2023-06-04 13:54:32.016,1,2.0,False,,False,True
0 days 01:56:11.071000,HAM,44,0 days 00:01:19.468000,40.0,2.0,,,0 days 00:00:23.745000,0 days 00:00:31.867000,0 days 00:00:23.856000,0 days 01:55:15.323000,0 days 01:55:47.190000,0 days 01:56:11.046000,270.0,270.0,277.0,302.0,False,MEDIUM,16.0,True,Mercedes,0 days 01:54:51.603000,2023-06-04 13:55:51.610,1,2.0,False,,False,True
0 days 01:57:30.594000,HAM,44,0 days 00:01:19.523000,41.0,2.0,,,0 days 00:00:23.643000,0 days 00:00:31.850000,0 days 00:00:24.030000,0 days 01:56:34.689000,0 days 01:57:06.539000,0 days 01:57:30.569000,272.0,278.0,277.0,,False,MEDIUM,17.0,True,Mercedes,0 days 01:56:11.071000,2023-06-04 13:57:11.078,1,2.0,False,,False,True
0 days 01:58:49.781000,HAM,44,0 days 00:01:19.187000,42.0,2.0,,,0 days 00:00:23.567000,0 days 00:00:31.784000,0 days 00:00:23.836000,0 days 01:57:54.136000,0 days 01:58:25.920000,0 days 01:58:49.756000,275.0,276.0,278.0,303.0,False,MEDIUM,18.0,True,Mercedes,0 days 01:57:30.594000,2023-06-04 13:58:30.601,1,2.0,False,,False,True
0 days 02:00:08.859000,HAM,44,0 days 00:01:19.078000,43.0,2.0,,,0 days 00:00:23.478000,0 days 00:00:31.719000,0 days 00:00:23.881000,0 days 01:59:13.234000,0 days 01:59:44.953000,0 days 02:00:08.834000,271.0,275.0,278.0,,False,MEDIUM,19.0,True,Mercedes,0 days 01:58:49.781000,2023-06-04 13:59:49.788,1,2.0,False,,False,True
0 days 02:01:27.980000,HAM,44,0 days 00:01:19.121000,44.0,2.0,,,0 days 00:00:23.490000,0 days 00:00:31.764000,0 days 00:00:23.867000,0 days 02:00:32.324000,0 days 02:01:04.088000,0 days 02:01:27.955000,274.0,277.0,278.0,301.0,False,MEDIUM,20.0,True,Mercedes,0 days 02:00:08.859000,2023-06-04 14:01:08.866,1,2.0,False,,False,True
0 days 02:02:47.181000,HAM,44,0 days 00:01:19.201000,45.0,2.0,,,0 days 00:00:23.519000,0 days 00:00:31.719000,0 days 00:00:23.963000,0 days 02:01:51.474000,0 days 02:02:23.193000,0 days 02:02:47.156000,,277.0,278.0,302.0,False,MEDIUM,21.0,True,Mercedes,0 days 02:01:27.980000,2023-06-04 14:02:27.987,1,2.0,False,,False,True
0 days 02:04:06.146000,HAM,44,0 days 00:01:18.965000,46.0,2.0,,,0 days 00:00:23.481000,0 days 00:00:31.756000,0 days 00:00:23.728000,0 days 02:03:10.637000,0 days 02:03:42.393000,0 days 02:04:06.121000,276.0,281.0,280.0,,False,MEDIUM,22.0,True,Mercedes,0 days 02:02:47.181000,2023-06-04 14:03:47.188,1,2.0,False,,False,True
0 days 02:05:25.079000,HAM,44,0 days 00:01:18.933000,47.0,2.0,,,0 days 00:00:23.423000,0 days 00:00:31.685000,0 days 00:00:23.825000,0 days 02:04:29.544000,0 days 02:05:01.229000,0 days 02:05:25.054000,278.0,280.0,278.0,303.0,False,MEDIUM,23.0,True,Mercedes,0 days 02:04:06.146000,2023-06-04 14:05:06.153,1,2.0,False,,False,True
0 days 02:06:44.262000,HAM,44,0 days 00:01:19.183000,48.0,2.0,,,0 days 00:00:23.495000,0 days 00:00:31.794000,0 days 00:00:23.894000,0 days 02:05:48.549000,0 days 02:06:20.343000,0 days 02:06:44.237000,280.0,280.0,278.0,304.0,False,MEDIUM,24.0,True,Mercedes,0 days 02:05:25.079000,2023-06-04 14:06:25.086,1,2.0,False,,False,True
0 days 02:08:03.230000,HAM,44,0 days 00:01:18.968000,49.0,2.0,,,0 days 00:00:23.455000,0 days 00:00:31.714000,0 days 00:00:23.799000,0 days 02:07:07.692000,0 days 02:07:39.406000,0 days 02:08:03.205000,278.0,283.0,279.0,,False,MEDIUM,25.0,True,Mercedes,0 days 02:06:44.262000,2023-06-04 14:07:44.269,1,2.0,False,,False,True
0 days 02:09:25.931000,HAM,44,0 days 00:01:22.701000,50.0,2.0,,0 days 02:09:23.172000,0 days 00:00:23.424000,0 days 00:00:31.748000,0 days 00:00:27.529000,0 days 02:08:26.629000,0 days 02:08:58.377000,0 days 02:09:25.906000,,279.0,,,False,MEDIUM,26.0,True,Mercedes,0 days 02:08:03.230000,2023-06-04 14:09:03.237,1,2.0,False,,False,False
0 days 02:11:04.619000,HAM,44,0 days 00:01:38.688000,51.0,3.0,0 days 02:09:45.890000,,0 days 00:00:42.920000,0 days 00:00:31.990000,0 days 00:00:23.778000,0 days 02:10:08.826000,0 days 02:10:40.816000,0 days 02:11:04.594000,269.0,270.0,276.0,254.0,False,SOFT,4.0,False,Mercedes,0 days 02:09:25.931000,2023-06-04 14:10:25.938,1,2.0,False,,False,False
0 days 02:12:23.240000,HAM,44,0 days 00:01:18.621000,52.0,3.0,,,0 days 00:00:23.573000,0 days 00:00:31.509000,0 days 00:00:23.539000,0 days 02:11:28.167000,0 days 02:11:59.676000,0 days 02:12:23.215000,266.0,272.0,278.0,302.0,True,SOFT,5.0,False,Mercedes,0 days 02:11:04.619000,2023-06-04 14:12:04.626,1,2.0,False,,False,True
0 days 02:13:41.804000,HAM,44,0 days 00:01:18.564000,53.0,3.0,,,0 days 00:00:23.504000,0 days 00:00:31.593000,0 days 00:00:23.467000,0 days 02:12:46.719000,0 days 02:13:18.312000,0 days 02:13:41.779000,,266.0,281.0,306.0,True,SOFT,6.0,False,Mercedes,0 days 02:12:23.240000,2023-06-04 14:13:23.247,1,2.0,False,,False,True
0 days 02:14:59.333000,HAM,44,0 days 00:01:17.529000,54.0,3.0,,,0 days 00:00:23.225000,0 days 00:00:31.088000,0 days 00:00:23.216000,0 days 02:14:05.004000,0 days 02:14:36.092000,0 days 02:14:59.308000,272.0,283.0,280.0,308.0,True,SOFT,7.0,False,Mercedes,0 days 02:13:41.804000,2023-06-04 14:14:41.811,1,2.0,False,,False,True
0 days 02:16:16.908000,HAM,44,0 days 00:01:17.575000,55.0,3.0,,,0 days 00:00:23.153000,0 days 00:00:31.018000,0 days 00:00:23.404000,0 days 02:15:22.461000,0 days 02:15:53.479000,0 days 02:16:16.883000,276.0,274.0,282.0,306.0,False,SOFT,8.0,False,Mercedes,0 days 02:14:59.333000,2023-06-04 14:15:59.340,1,2.0,False,,False,True
0 days 02:17:34.782000,HAM,44,0 days 00:01:17.874000,56.0,3.0,,,0 days 00:00:23.160000,0 days 00:00:31.297000,0 days 00:00:23.417000,0 days 02:16:40.043000,0 days 02:17:11.340000,0 days 02:17:34.757000,279.0,282.0,281.0,312.0,False,SOFT,9.0,False,Mercedes,0 days 02:16:16.908000,2023-06-04 14:17:16.915,1,2.0,False,,False,True
0 days 02:18:52.507000,HAM,44,0 days 00:01:17.725000,57.0,3.0,,,0 days 00:00:23.079000,0 days 00:00:31.210000,0 days 00:00:23.436000,0 days 02:17:57.836000,0 days 02:18:29.046000,0 days 02:18:52.482000,278.0,283.0,281.0,308.0,False,SOFT,10.0,False,Mercedes,0 days 02:17:34.782000,2023-06-04 14:18:34.789,1,2.0,False,,False,True
0 days 02:20:10.355000,HAM,44,0 days 00:01:17.848000,58.0,3.0,,,0 days 00:00:23.187000,0 days 00:00:31.189000,0 days 00:00:23.472000,0 days 02:19:15.669000,0 days 02:19:46.858000,0 days 02:20:10.330000,276.0,284.0,280.0,307.0,False,SOFT,11.0,False,Mercedes,0 days 02:18:52.507000,2023-06-04 14:19:52.514,1,2.0,False,,False,True
0 days 02:21:28.493000,HAM,44,0 days 00:01:18.138000,59.0,3.0,,,0 days 00:00:23.210000,0 days 00:00:31.346000,0 days 00:00:23.582000,0 days 02:20:33.540000,0 days 02:21:04.886000,0 days 02:21:28.468000,282.0,286.0,282.0,,False,SOFT,12.0,False,Mercedes,0 days 02:20:10.355000,2023-06-04 14:21:10.362,1,2.0,False,,False,True
0 days 02:22:46.968000,HAM,44,0 days 00:01:18.475000,60.0,3.0,,,0 days 00:00:23.282000,0 days 00:00:31.607000,0 days 00:00:23.586000,0 days 02:21:51.750000,0 days 02:22:23.357000,0 days 02:22:46.943000,280.0,282.0,280.0,309.0,False,SOFT,13.0,False,Mercedes,0 days 02:21:28.493000,2023-06-04 14:22:28.500,1,2.0,False,,False,True
0 days 02:24:04.595000,HAM,44,0 days 00:01:17.627000,61.0,3.0,,,0 days 00:00:23.093000,0 days 00:00:31.029000,0 days 00:00:23.505000,0 days 02:23:10.036000,0 days 02:23:41.065000,0 days 02:24:04.570000,278.0,288.0,287.0,306.0,False,SOFT,14.0,False,Mercedes,0 days 02:22:46.968000,2023-06-04 14:23:46.975,1,2.0,False,,False,True
0 days 02:25:21.271000,HAM,44,0 days 00:01:16.676000,62.0,3.0,,,0 days 00:00:22.514000,0 days 00:00:30.955000,0 days 00:00:23.207000,0 days 02:24:27.084000,0 days 02:24:58.039000,0 days 02:25:21.246000,279.0,290.0,279.0,326.0,True,SOFT,15.0,False,Mercedes,0 days 02:24:04.595000,2023-06-04 14:25:04.602,1,2.0,False,,False,True
0 days 02:26:40.238000,HAM,44,0 days 00:01:18.967000,63.0,3.0,,,0 days 00:00:23.635000,0 days 00:00:31.576000,0 days 00:00:23.756000,0 days 02:25:44.881000,0 days 02:26:16.457000,0 days 02:26:40.213000,273.0,265.0,278.0,295.0,False,SOFT,16.0,False,Mercedes,0 days 02:25:21.271000,2023-06-04 14:26:21.278,1,2.0,False,,False,True
0 days 02:27:58.817000,HAM,44,0 days 00:01:18.579000,64.0,3.0,,,0 days 00:00:23.270000,0 days 00:00:31.547000,0 days 00:00:23.762000,0 days 02:27:03.483000,0 days 02:27:35.030000,0 days 02:27:58.792000,276.0,272.0,278.0,303.0,False,SOFT,17.0,False,Mercedes,0 days 02:26:40.238000,2023-06-04 14:27:40.245,1,2.0,False,,False,True
0 days 02:29:19.127000,HAM,44,0 days 00:01:20.310000,65.0,3.0,,,0 days 00:00:23.287000,0 days 00:00:32.309000,0 days 00:00:24.714000,0 days 02:28:22.079000,0 days 02:28:54.388000,0 days 02:29:19.102000,275.0,257.0,276.0,,False,SOFT,18.0,False,Mercedes,0 days 02:27:58.817000,2023-06-04 14:28:58.824,1,2.0,False,,False,True
0 days 02:30:38.247000,HAM,44,0 days 00:01:19.120000,66.0,3.0,,,0 days 00:00:23.620000,0 days 00:00:31.697000,0 days 00:00:23.803000,0 days 02:29:42.722000,0 days 02:30:14.419000,0 days 02:30:38.222000,271.0,271.0,268.0,302.0,False,SOFT,19.0,False,Mercedes,0 days 02:29:19.127000,2023-06-04 14:30:19.134,1,2.0,False,,False,True
