Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:02:29.089000,PER,11,0 days 00:01:36.870000,14.0,3.0,,,0 days 00:00:31.210000,0 days 00:00:41.745000,0 days 00:00:23.915000,0 days 01:01:23.421000,0 days 01:02:05.166000,0 days 01:02:29.081000,228.0,256.0,276.0,300.0,False,HARD,12.0,True,Red Bull Racing,0 days 01:00:52.219000,2021-03-28 15:30:52.229,1,5.0,False,,False,True
0 days 01:04:05.942000,PER,11,0 days 00:01:36.853000,15.0,3.0,,,0 days 00:00:31.021000,0 days 00:00:41.689000,0 days 00:00:24.143000,0 days 01:03:00.102000,0 days 01:03:41.791000,0 days 01:04:05.934000,231.0,260.0,273.0,282.0,False,HARD,13.0,True,Red Bull Racing,0 days 01:02:29.089000,2021-03-28 15:32:29.099,1,4.0,False,,False,True
0 days 01:05:42.468000,PER,11,0 days 00:01:36.526000,16.0,3.0,,,0 days 00:00:31.128000,0 days 00:00:41.398000,0 days 00:00:24,0 days 01:04:37.062000,0 days 01:05:18.460000,0 days 01:05:42.460000,235.0,259.0,273.0,288.0,True,HARD,14.0,True,Red Bull Racing,0 days 01:04:05.942000,2021-03-28 15:34:05.952,1,4.0,False,,False,True
0 days 01:07:19.530000,PER,11,0 days 00:01:37.062000,17.0,3.0,,,0 days 00:00:31.212000,0 days 00:00:41.698000,0 days 00:00:24.152000,0 days 01:06:13.672000,0 days 01:06:55.370000,0 days 01:07:19.522000,236.0,257.0,271.0,285.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:05:42.468000,2021-03-28 15:35:42.478,1,3.0,False,,False,True
0 days 01:08:57.654000,PER,11,0 days 00:01:38.124000,18.0,3.0,,,0 days 00:00:31.415000,0 days 00:00:42.653000,0 days 00:00:24.056000,0 days 01:07:50.937000,0 days 01:08:33.590000,0 days 01:08:57.646000,235.0,254.0,276.0,289.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:07:19.530000,2021-03-28 15:37:19.540,1,4.0,False,,False,True
0 days 01:10:37.374000,PER,11,0 days 00:01:39.720000,19.0,3.0,,0 days 01:10:35.674000,0 days 00:00:31.247000,0 days 00:00:41.820000,0 days 00:00:26.653000,0 days 01:09:28.893000,0 days 01:10:10.713000,0 days 01:10:37.366000,,258.0,,293.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:08:57.654000,2021-03-28 15:38:57.664,1,4.0,False,,False,False
0 days 01:12:33.886000,PER,11,0 days 00:01:56.512000,20.0,3.0,0 days 01:10:59.792000,,0 days 00:00:51.242000,0 days 00:00:41.359000,0 days 00:00:23.911000,0 days 01:11:28.608000,0 days 01:12:09.967000,0 days 01:12:33.878000,231.0,248.0,287.0,217.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:10:37.374000,2021-03-28 15:40:37.384,1,12.0,False,,False,False
0 days 01:14:09.607000,PER,11,0 days 00:01:35.721000,21.0,3.0,,,0 days 00:00:30.267000,0 days 00:00:41.534000,0 days 00:00:23.920000,0 days 01:13:04.145000,0 days 01:13:45.679000,0 days 01:14:09.599000,237.0,258.0,284.0,320.0,True,HARD,19.0,True,Red Bull Racing,0 days 01:12:33.886000,2021-03-28 15:42:33.896,1,9.0,False,,False,True
0 days 01:15:45.240000,PER,11,0 days 00:01:35.633000,22.0,3.0,,,0 days 00:00:30.576000,0 days 00:00:41.336000,0 days 00:00:23.721000,0 days 01:14:40.175000,0 days 01:15:21.511000,0 days 01:15:45.232000,,259.0,278.0,314.0,True,HARD,20.0,True,Red Bull Racing,0 days 01:14:09.607000,2021-03-28 15:44:09.617,1,9.0,False,,False,True
0 days 01:17:21.047000,PER,11,0 days 00:01:35.807000,23.0,3.0,,,0 days 00:00:30.939000,0 days 00:00:41.150000,0 days 00:00:23.718000,0 days 01:16:16.171000,0 days 01:16:57.321000,0 days 01:17:21.039000,236.0,261.0,284.0,293.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:15:45.240000,2021-03-28 15:45:45.250,1,9.0,False,,False,True
0 days 01:18:57.011000,PER,11,0 days 00:01:35.964000,24.0,3.0,,,0 days 00:00:30.601000,0 days 00:00:41.450000,0 days 00:00:23.913000,0 days 01:17:51.640000,0 days 01:18:33.090000,0 days 01:18:57.003000,237.0,258.0,287.0,310.0,False,HARD,22.0,True,Red Bull Racing,0 days 01:17:21.047000,2021-03-28 15:47:21.057,1,9.0,False,,False,True
0 days 01:20:32.537000,PER,11,0 days 00:01:35.526000,25.0,3.0,,,0 days 00:00:30.506000,0 days 00:00:41.265000,0 days 00:00:23.755000,0 days 01:19:27.509000,0 days 01:20:08.774000,0 days 01:20:32.529000,236.0,262.0,286.0,323.0,True,HARD,23.0,True,Red Bull Racing,0 days 01:18:57.011000,2021-03-28 15:48:57.021,1,8.0,False,,False,True
0 days 01:22:09.129000,PER,11,0 days 00:01:36.592000,26.0,3.0,,,0 days 00:00:30.903000,0 days 00:00:41.799000,0 days 00:00:23.890000,0 days 01:21:03.432000,0 days 01:21:45.231000,0 days 01:22:09.121000,238.0,255.0,287.0,315.0,False,HARD,24.0,True,Red Bull Racing,0 days 01:20:32.537000,2021-03-28 15:50:32.547,1,8.0,False,,False,True
0 days 01:23:44.350000,PER,11,0 days 00:01:35.221000,27.0,3.0,,,0 days 00:00:30.594000,0 days 00:00:41.041000,0 days 00:00:23.586000,0 days 01:22:39.715000,0 days 01:23:20.756000,0 days 01:23:44.342000,235.0,259.0,275.0,313.0,True,HARD,25.0,True,Red Bull Racing,0 days 01:22:09.129000,2021-03-28 15:52:09.139,1,7.0,False,,False,True
0 days 01:25:19.838000,PER,11,0 days 00:01:35.488000,28.0,3.0,,,0 days 00:00:30.889000,0 days 00:00:40.985000,0 days 00:00:23.614000,0 days 01:24:15.231000,0 days 01:24:56.216000,0 days 01:25:19.830000,,259.0,277.0,288.0,False,HARD,26.0,True,Red Bull Racing,0 days 01:23:44.350000,2021-03-28 15:53:44.360,1,7.0,False,,False,True
0 days 01:26:55.715000,PER,11,0 days 00:01:35.877000,29.0,3.0,,,0 days 00:00:30.927000,0 days 00:00:41.236000,0 days 00:00:23.714000,0 days 01:25:50.757000,0 days 01:26:31.993000,0 days 01:26:55.707000,,261.0,276.0,,False,HARD,27.0,True,Red Bull Racing,0 days 01:25:19.838000,2021-03-28 15:55:19.848,1,7.0,False,,False,True
0 days 01:28:31.428000,PER,11,0 days 00:01:35.713000,30.0,3.0,,,0 days 00:00:30.915000,0 days 00:00:41.134000,0 days 00:00:23.664000,0 days 01:27:26.622000,0 days 01:28:07.756000,0 days 01:28:31.420000,,259.0,278.0,290.0,False,HARD,28.0,True,Red Bull Racing,0 days 01:26:55.715000,2021-03-28 15:56:55.725,1,7.0,False,,False,True
0 days 01:30:07.730000,PER,11,0 days 00:01:36.302000,31.0,3.0,,,0 days 00:00:31.080000,0 days 00:00:41.345000,0 days 00:00:23.877000,0 days 01:29:02.500000,0 days 01:29:43.845000,0 days 01:30:07.722000,238.0,257.0,288.0,293.0,False,HARD,29.0,True,Red Bull Racing,0 days 01:28:31.428000,2021-03-28 15:58:31.438,1,7.0,False,,False,True
0 days 01:31:43.188000,PER,11,0 days 00:01:35.458000,32.0,3.0,,,0 days 00:00:30.605000,0 days 00:00:41.209000,0 days 00:00:23.644000,0 days 01:30:38.327000,0 days 01:31:19.536000,0 days 01:31:43.180000,235.0,259.0,276.0,320.0,False,HARD,30.0,True,Red Bull Racing,0 days 01:30:07.730000,2021-03-28 16:00:07.740,1,6.0,False,,False,True
0 days 01:33:19.735000,PER,11,0 days 00:01:36.547000,33.0,3.0,,,0 days 00:00:30.920000,0 days 00:00:41.921000,0 days 00:00:23.706000,0 days 01:32:14.100000,0 days 01:32:56.021000,0 days 01:33:19.727000,236.0,260.0,276.0,289.0,False,HARD,31.0,True,Red Bull Racing,0 days 01:31:43.188000,2021-03-28 16:01:43.198,1,5.0,False,,False,True
0 days 01:34:55.531000,PER,11,0 days 00:01:35.796000,34.0,3.0,,,0 days 00:00:30.974000,0 days 00:00:41.115000,0 days 00:00:23.707000,0 days 01:33:50.701000,0 days 01:34:31.816000,0 days 01:34:55.523000,235.0,260.0,276.0,287.0,False,HARD,32.0,True,Red Bull Racing,0 days 01:33:19.735000,2021-03-28 16:03:19.745,1,4.0,False,,False,True
0 days 01:36:31.587000,PER,11,0 days 00:01:36.056000,35.0,3.0,,,0 days 00:00:31.100000,0 days 00:00:41.270000,0 days 00:00:23.686000,0 days 01:35:26.623000,0 days 01:36:07.893000,0 days 01:36:31.579000,,261.0,277.0,288.0,False,HARD,33.0,True,Red Bull Racing,0 days 01:34:55.531000,2021-03-28 16:04:55.541,1,4.0,False,,False,True
0 days 01:38:07.557000,PER,11,0 days 00:01:35.970000,36.0,3.0,,,0 days 00:00:30.953000,0 days 00:00:41.263000,0 days 00:00:23.754000,0 days 01:37:02.532000,0 days 01:37:43.795000,0 days 01:38:07.549000,,258.0,276.0,289.0,False,HARD,34.0,True,Red Bull Racing,0 days 01:36:31.587000,2021-03-28 16:06:31.597,1,4.0,False,,False,True
0 days 01:39:43.544000,PER,11,0 days 00:01:35.987000,37.0,3.0,,,0 days 00:00:30.941000,0 days 00:00:41.306000,0 days 00:00:23.740000,0 days 01:38:38.490000,0 days 01:39:19.796000,0 days 01:39:43.536000,236.0,259.0,278.0,292.0,False,HARD,35.0,True,Red Bull Racing,0 days 01:38:07.557000,2021-03-28 16:08:07.567,1,4.0,False,,False,True
0 days 01:41:22.346000,PER,11,0 days 00:01:38.802000,38.0,3.0,,0 days 01:41:20.638000,0 days 00:00:31.134000,0 days 00:00:41.447000,0 days 00:00:26.221000,0 days 01:40:14.670000,0 days 01:40:56.117000,0 days 01:41:22.338000,235.0,259.0,,293.0,False,HARD,36.0,True,Red Bull Racing,0 days 01:39:43.544000,2021-03-28 16:09:43.554,1,4.0,False,,False,False
0 days 01:43:19.096000,PER,11,0 days 00:01:56.750000,39.0,4.0,0 days 01:41:44.805000,,0 days 00:00:51.080000,0 days 00:00:42.082000,0 days 00:00:23.588000,0 days 01:42:13.418000,0 days 01:42:55.500000,0 days 01:43:19.088000,235.0,255.0,289.0,219.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:41:22.346000,2021-03-28 16:11:22.356,1,8.0,False,,False,False
0 days 01:44:53.614000,PER,11,0 days 00:01:34.518000,40.0,4.0,,,0 days 00:00:30.290000,0 days 00:00:40.807000,0 days 00:00:23.421000,0 days 01:43:49.378000,0 days 01:44:30.185000,0 days 01:44:53.606000,237.0,261.0,278.0,312.0,True,MEDIUM,7.0,False,Red Bull Racing,0 days 01:43:19.096000,2021-03-28 16:13:19.106,1,7.0,False,,False,True
0 days 01:46:27.877000,PER,11,0 days 00:01:34.263000,41.0,4.0,,,0 days 00:00:30.399000,0 days 00:00:40.633000,0 days 00:00:23.231000,0 days 01:45:24.005000,0 days 01:46:04.638000,0 days 01:46:27.869000,,261.0,278.0,288.0,True,MEDIUM,8.0,False,Red Bull Racing,0 days 01:44:53.614000,2021-03-28 16:14:53.624,1,7.0,False,,False,True
0 days 01:48:02.142000,PER,11,0 days 00:01:34.265000,42.0,4.0,,,0 days 00:00:30.495000,0 days 00:00:40.468000,0 days 00:00:23.302000,0 days 01:46:58.364000,0 days 01:47:38.832000,0 days 01:48:02.134000,238.0,263.0,279.0,291.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:46:27.877000,2021-03-28 16:16:27.887,1,7.0,False,,False,True
0 days 01:49:36.591000,PER,11,0 days 00:01:34.449000,43.0,4.0,,,0 days 00:00:30.561000,0 days 00:00:40.508000,0 days 00:00:23.380000,0 days 01:48:32.695000,0 days 01:49:13.203000,0 days 01:49:36.583000,,264.0,288.0,292.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:48:02.142000,2021-03-28 16:18:02.152,1,7.0,False,,False,True
0 days 01:51:10.561000,PER,11,0 days 00:01:33.970000,44.0,4.0,,,0 days 00:00:30.180000,0 days 00:00:40.395000,0 days 00:00:23.395000,0 days 01:50:06.763000,0 days 01:50:47.158000,0 days 01:51:10.553000,,264.0,277.0,323.0,True,MEDIUM,11.0,False,Red Bull Racing,0 days 01:49:36.591000,2021-03-28 16:19:36.601,12,6.0,False,,False,True
0 days 01:52:45.103000,PER,11,0 days 00:01:34.542000,45.0,4.0,,,0 days 00:00:30.543000,0 days 00:00:40.698000,0 days 00:00:23.301000,0 days 01:51:41.096000,0 days 01:52:21.794000,0 days 01:52:45.095000,,263.0,278.0,287.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 01:51:10.561000,2021-03-28 16:21:10.571,1,6.0,False,,False,True
0 days 01:54:19.812000,PER,11,0 days 00:01:34.709000,46.0,4.0,,,0 days 00:00:30.660000,0 days 00:00:40.767000,0 days 00:00:23.282000,0 days 01:53:15.755000,0 days 01:53:56.522000,0 days 01:54:19.804000,,263.0,277.0,290.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 01:52:45.103000,2021-03-28 16:22:45.113,1,6.0,False,,False,True
0 days 01:55:54.446000,PER,11,0 days 00:01:34.634000,47.0,4.0,,,0 days 00:00:30.585000,0 days 00:00:40.642000,0 days 00:00:23.407000,0 days 01:54:50.389000,0 days 01:55:31.031000,0 days 01:55:54.438000,239.0,264.0,279.0,,False,MEDIUM,14.0,False,Red Bull Racing,0 days 01:54:19.812000,2021-03-28 16:24:19.822,1,6.0,False,,False,True
0 days 01:57:28.613000,PER,11,0 days 00:01:34.167000,48.0,4.0,,,0 days 00:00:30.439000,0 days 00:00:40.427000,0 days 00:00:23.301000,0 days 01:56:24.877000,0 days 01:57:05.304000,0 days 01:57:28.605000,,264.0,281.0,294.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 01:55:54.446000,2021-03-28 16:25:54.456,1,6.0,False,,False,True
0 days 01:59:03.278000,PER,11,0 days 00:01:34.665000,49.0,4.0,,,0 days 00:00:30.743000,0 days 00:00:40.685000,0 days 00:00:23.237000,0 days 01:57:59.348000,0 days 01:58:40.033000,0 days 01:59:03.270000,,263.0,280.0,293.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 01:57:28.613000,2021-03-28 16:27:28.623,1,6.0,False,,False,True
0 days 02:00:37.519000,PER,11,0 days 00:01:34.241000,50.0,4.0,,,0 days 00:00:30.370000,0 days 00:00:40.536000,0 days 00:00:23.335000,0 days 01:59:33.640000,0 days 02:00:14.176000,0 days 02:00:37.511000,,264.0,280.0,292.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 01:59:03.278000,2021-03-28 16:29:03.288,1,6.0,False,,False,True
0 days 02:02:11.859000,PER,11,0 days 00:01:34.340000,51.0,4.0,,,0 days 00:00:30.486000,0 days 00:00:40.555000,0 days 00:00:23.299000,0 days 02:01:07.997000,0 days 02:01:48.552000,0 days 02:02:11.851000,,267.0,290.0,295.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 02:00:37.519000,2021-03-28 16:30:37.529,1,6.0,False,,False,True
0 days 02:03:47.179000,PER,11,0 days 00:01:35.320000,52.0,4.0,,,0 days 00:00:30.584000,0 days 00:00:41.326000,0 days 00:00:23.410000,0 days 02:02:42.435000,0 days 02:03:23.761000,0 days 02:03:47.171000,240.0,266.0,277.0,322.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 02:02:11.859000,2021-03-28 16:32:11.869,1,5.0,False,,False,True
0 days 02:05:21.725000,PER,11,0 days 00:01:34.546000,53.0,4.0,,,0 days 00:00:30.658000,0 days 00:00:40.627000,0 days 00:00:23.261000,0 days 02:04:17.829000,0 days 02:04:58.456000,0 days 02:05:21.717000,239.0,265.0,278.0,287.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 02:03:47.179000,2021-03-28 16:33:47.189,1,5.0,False,,False,True
0 days 02:06:56.617000,PER,11,0 days 00:01:34.892000,54.0,4.0,,,0 days 00:00:30.731000,0 days 00:00:40.624000,0 days 00:00:23.537000,0 days 02:05:52.448000,0 days 02:06:33.072000,0 days 02:06:56.609000,,266.0,277.0,285.0,False,MEDIUM,21.0,False,Red Bull Racing,0 days 02:05:21.725000,2021-03-28 16:35:21.735,1,5.0,False,,False,True
0 days 02:08:31.363000,PER,11,0 days 00:01:34.746000,55.0,4.0,,,0 days 00:00:30.765000,0 days 00:00:40.578000,0 days 00:00:23.403000,0 days 02:07:27.374000,0 days 02:08:07.952000,0 days 02:08:31.355000,237.0,264.0,276.0,290.0,False,MEDIUM,22.0,False,Red Bull Racing,0 days 02:06:56.617000,2021-03-28 16:36:56.627,1,5.0,False,,False,True
0 days 02:10:06.118000,PER,11,0 days 00:01:34.755000,56.0,4.0,,,0 days 00:00:30.767000,0 days 00:00:40.464000,0 days 00:00:23.524000,0 days 02:09:02.122000,0 days 02:09:42.586000,0 days 02:10:06.110000,239.0,265.0,276.0,288.0,False,MEDIUM,23.0,False,Red Bull Racing,0 days 02:08:31.363000,2021-03-28 16:38:31.373,1,5.0,False,,False,True
