Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:53:32.514000,GAS,10,0 days 00:01:31.143000,13.0,1.0,,,0 days 00:00:30.525000,0 days 00:00:24.313000,0 days 00:00:36.305000,0 days 00:52:31.902000,0 days 00:52:56.215000,0 days 00:53:32.520000,269.0,287.0,298.0,303.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 00:52:01.371000,2019-03-17 05:32:01.674,1,12.0,False,,False,True
0 days 00:55:02.817000,GAS,10,0 days 00:01:30.303000,14.0,1.0,,,0 days 00:00:30.151000,0 days 00:00:24.090000,0 days 00:00:36.062000,0 days 00:54:02.671000,0 days 00:54:26.761000,0 days 00:55:02.823000,271.0,285.0,295.0,298.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 00:53:32.514000,2019-03-17 05:33:32.817,1,10.0,False,,False,True
0 days 00:56:32.724000,GAS,10,0 days 00:01:29.907000,15.0,1.0,,,0 days 00:00:30.238000,0 days 00:00:23.996000,0 days 00:00:35.673000,0 days 00:55:33.061000,0 days 00:55:57.057000,0 days 00:56:32.730000,270.0,288.0,300.0,296.0,True,MEDIUM,15.0,True,Red Bull Racing,0 days 00:55:02.817000,2019-03-17 05:35:03.120,1,8.0,False,,False,True
0 days 00:58:02.293000,GAS,10,0 days 00:01:29.569000,16.0,1.0,,,0 days 00:00:29.949000,0 days 00:00:23.906000,0 days 00:00:35.714000,0 days 00:57:02.679000,0 days 00:57:26.585000,0 days 00:58:02.299000,272.0,288.0,301.0,308.0,True,MEDIUM,16.0,True,Red Bull Racing,0 days 00:56:32.724000,2019-03-17 05:36:33.027,1,8.0,False,,False,True
0 days 00:59:32.123000,GAS,10,0 days 00:01:29.830000,17.0,1.0,,,0 days 00:00:29.950000,0 days 00:00:23.979000,0 days 00:00:35.901000,0 days 00:58:32.249000,0 days 00:58:56.228000,0 days 00:59:32.129000,273.0,288.0,299.0,303.0,False,MEDIUM,17.0,True,Red Bull Racing,0 days 00:58:02.293000,2019-03-17 05:38:02.596,1,8.0,False,,False,True
0 days 01:01:02.159000,GAS,10,0 days 00:01:30.036000,18.0,1.0,,,0 days 00:00:30.182000,0 days 00:00:24.064000,0 days 00:00:35.790000,0 days 01:00:02.311000,0 days 01:00:26.375000,0 days 01:01:02.165000,,286.0,297.0,302.0,False,MEDIUM,18.0,True,Red Bull Racing,0 days 00:59:32.123000,2019-03-17 05:39:32.426,1,8.0,False,,False,True
0 days 01:02:31.409000,GAS,10,0 days 00:01:29.250000,19.0,1.0,,,0 days 00:00:29.819000,0 days 00:00:23.959000,0 days 00:00:35.472000,0 days 01:01:31.984000,0 days 01:01:55.943000,0 days 01:02:31.415000,272.0,286.0,297.0,,True,MEDIUM,19.0,True,Red Bull Racing,0 days 01:01:02.159000,2019-03-17 05:41:02.462,1,8.0,False,,False,True
0 days 01:04:00.883000,GAS,10,0 days 00:01:29.474000,20.0,1.0,,,0 days 00:00:29.919000,0 days 00:00:23.879000,0 days 00:00:35.676000,0 days 01:03:01.334000,0 days 01:03:25.213000,0 days 01:04:00.889000,274.0,287.0,296.0,304.0,False,MEDIUM,20.0,True,Red Bull Racing,0 days 01:02:31.409000,2019-03-17 05:42:31.712,1,8.0,False,,False,True
0 days 01:05:30.038000,GAS,10,0 days 00:01:29.155000,21.0,1.0,,,0 days 00:00:29.905000,0 days 00:00:23.803000,0 days 00:00:35.447000,0 days 01:04:30.794000,0 days 01:04:54.597000,0 days 01:05:30.044000,273.0,285.0,297.0,301.0,True,MEDIUM,21.0,True,Red Bull Racing,0 days 01:04:00.883000,2019-03-17 05:44:01.186,1,8.0,False,,False,True
0 days 01:06:59.713000,GAS,10,0 days 00:01:29.675000,22.0,1.0,,,0 days 00:00:30.007000,0 days 00:00:24.024000,0 days 00:00:35.644000,0 days 01:06:00.051000,0 days 01:06:24.075000,0 days 01:06:59.719000,272.0,285.0,297.0,300.0,False,MEDIUM,22.0,True,Red Bull Racing,0 days 01:05:30.038000,2019-03-17 05:45:30.341,1,8.0,False,,False,True
0 days 01:08:29.358000,GAS,10,0 days 00:01:29.645000,23.0,1.0,,,0 days 00:00:30.007000,0 days 00:00:24.015000,0 days 00:00:35.623000,,0 days 01:07:53.741000,0 days 01:08:29.364000,275.0,286.0,297.0,307.0,False,MEDIUM,23.0,True,Red Bull Racing,0 days 01:06:59.713000,2019-03-17 05:47:00.016,1,8.0,False,,False,True
0 days 01:09:58.712000,GAS,10,0 days 00:01:29.354000,24.0,1.0,,,0 days 00:00:29.914000,0 days 00:00:23.936000,0 days 00:00:35.504000,0 days 01:08:59.278000,0 days 01:09:23.214000,0 days 01:09:58.718000,271.0,286.0,297.0,303.0,False,MEDIUM,24.0,True,Red Bull Racing,0 days 01:08:29.358000,2019-03-17 05:48:29.661,1,8.0,False,,False,True
0 days 01:11:27.984000,GAS,10,0 days 00:01:29.272000,25.0,1.0,,,0 days 00:00:29.783000,0 days 00:00:23.877000,0 days 00:00:35.612000,0 days 01:10:28.501000,0 days 01:10:52.378000,0 days 01:11:27.990000,274.0,284.0,297.0,306.0,False,MEDIUM,25.0,True,Red Bull Racing,0 days 01:09:58.712000,2019-03-17 05:49:59.015,1,8.0,False,,False,True
0 days 01:12:56.969000,GAS,10,0 days 00:01:28.985000,26.0,1.0,,,0 days 00:00:29.670000,0 days 00:00:23.889000,0 days 00:00:35.426000,0 days 01:11:57.660000,0 days 01:12:21.549000,0 days 01:12:56.975000,275.0,286.0,295.0,308.0,True,MEDIUM,26.0,True,Red Bull Racing,0 days 01:11:27.984000,2019-03-17 05:51:28.287,1,7.0,False,,False,True
0 days 01:14:25.381000,GAS,10,0 days 00:01:28.412000,27.0,1.0,,,0 days 00:00:29.383000,0 days 00:00:23.736000,0 days 00:00:35.293000,0 days 01:13:26.358000,0 days 01:13:50.094000,0 days 01:14:25.387000,270.0,284.0,283.0,304.0,True,MEDIUM,27.0,True,Red Bull Racing,0 days 01:12:56.969000,2019-03-17 05:52:57.272,1,6.0,False,,False,True
0 days 01:15:53.832000,GAS,10,0 days 00:01:28.451000,28.0,1.0,,,0 days 00:00:29.596000,0 days 00:00:23.645000,0 days 00:00:35.210000,0 days 01:14:54.983000,0 days 01:15:18.628000,0 days 01:15:53.838000,272.0,281.0,283.0,287.0,False,MEDIUM,28.0,True,Red Bull Racing,0 days 01:14:25.381000,2019-03-17 05:54:25.684,1,6.0,False,,False,True
0 days 01:17:22.545000,GAS,10,0 days 00:01:28.713000,29.0,1.0,,,0 days 00:00:29.784000,0 days 00:00:23.507000,0 days 00:00:35.422000,0 days 01:16:23.622000,0 days 01:16:47.129000,0 days 01:17:22.551000,,286.0,285.0,286.0,False,MEDIUM,29.0,True,Red Bull Racing,0 days 01:15:53.832000,2019-03-17 05:55:54.135,1,6.0,False,,False,True
0 days 01:18:51.172000,GAS,10,0 days 00:01:28.627000,30.0,1.0,,,0 days 00:00:29.598000,0 days 00:00:23.596000,0 days 00:00:35.433000,0 days 01:17:52.149000,0 days 01:18:15.745000,0 days 01:18:51.178000,,285.0,285.0,291.0,False,MEDIUM,30.0,True,Red Bull Racing,0 days 01:17:22.545000,2019-03-17 05:57:22.848,1,6.0,False,,False,True
0 days 01:20:20.138000,GAS,10,0 days 00:01:28.966000,31.0,1.0,,,0 days 00:00:29.701000,0 days 00:00:23.611000,0 days 00:00:35.654000,0 days 01:19:20.879000,0 days 01:19:44.490000,0 days 01:20:20.144000,,283.0,283.0,292.0,False,MEDIUM,31.0,True,Red Bull Racing,0 days 01:18:51.172000,2019-03-17 05:58:51.475,12,6.0,False,,False,True
0 days 01:21:48.963000,GAS,10,0 days 00:01:28.825000,32.0,1.0,,,0 days 00:00:29.737000,0 days 00:00:23.558000,0 days 00:00:35.530000,0 days 01:20:49.881000,0 days 01:21:13.439000,0 days 01:21:48.969000,271.0,283.0,283.0,289.0,False,MEDIUM,32.0,True,Red Bull Racing,0 days 01:20:20.138000,2019-03-17 06:00:20.441,1,6.0,False,,False,True
0 days 01:23:18.170000,GAS,10,0 days 00:01:29.207000,33.0,1.0,,,0 days 00:00:29.769000,0 days 00:00:23.735000,0 days 00:00:35.703000,0 days 01:22:18.738000,0 days 01:22:42.473000,0 days 01:23:18.176000,,284.0,284.0,293.0,False,MEDIUM,33.0,True,Red Bull Racing,0 days 01:21:48.963000,2019-03-17 06:01:49.266,1,6.0,False,,False,True
0 days 01:24:47.144000,GAS,10,0 days 00:01:28.974000,34.0,1.0,,,0 days 00:00:29.854000,0 days 00:00:23.675000,0 days 00:00:35.445000,0 days 01:23:48.030000,0 days 01:24:11.705000,0 days 01:24:47.150000,274.0,284.0,285.0,291.0,False,MEDIUM,34.0,True,Red Bull Racing,0 days 01:23:18.170000,2019-03-17 06:03:18.473,1,6.0,False,,False,True
0 days 01:26:16.734000,GAS,10,0 days 00:01:29.590000,35.0,1.0,,,0 days 00:00:30.107000,0 days 00:00:23.628000,0 days 00:00:35.855000,0 days 01:25:17.257000,0 days 01:25:40.885000,0 days 01:26:16.740000,272.0,286.0,284.0,293.0,False,MEDIUM,35.0,True,Red Bull Racing,0 days 01:24:47.144000,2019-03-17 06:04:47.447,1,6.0,False,,False,True
0 days 01:27:46.395000,GAS,10,0 days 00:01:29.661000,36.0,1.0,,,0 days 00:00:30.056000,0 days 00:00:23.883000,0 days 00:00:35.722000,0 days 01:26:46.796000,0 days 01:27:10.679000,0 days 01:27:46.401000,273.0,286.0,286.0,,False,MEDIUM,36.0,True,Red Bull Racing,0 days 01:26:16.734000,2019-03-17 06:06:17.037,1,6.0,False,,False,True
0 days 01:29:33.570000,GAS,10,0 days 00:01:47.175000,37.0,1.0,,0 days 01:29:16.003000,0 days 00:00:30.115000,0 days 00:00:23.770000,0 days 00:00:53.290000,0 days 01:28:16.516000,0 days 01:28:40.286000,0 days 01:29:33.576000,,288.0,,294.0,False,MEDIUM,37.0,True,Red Bull Racing,0 days 01:27:46.395000,2019-03-17 06:07:46.698,1,10.0,False,,False,False
0 days 01:31:07.721000,GAS,10,0 days 00:01:34.151000,38.0,2.0,0 days 01:29:36.336000,,0 days 00:00:35.943000,0 days 00:00:23.612000,0 days 00:00:34.596000,0 days 01:30:09.519000,0 days 01:30:33.131000,0 days 01:31:07.727000,269.0,283.0,300.0,224.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:29:33.570000,2019-03-17 06:09:33.873,1,11.0,False,,False,False
0 days 01:32:34.950000,GAS,10,0 days 00:01:27.229000,39.0,2.0,,,0 days 00:00:29.388000,0 days 00:00:23.384000,0 days 00:00:34.457000,0 days 01:31:37.115000,0 days 01:32:00.499000,0 days 01:32:34.956000,274.0,284.0,303.0,310.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:31:07.721000,2019-03-17 06:11:08.024,1,11.0,False,,False,True
0 days 01:34:02.516000,GAS,10,0 days 00:01:27.566000,40.0,2.0,,,0 days 00:00:29.554000,0 days 00:00:23.404000,0 days 00:00:34.608000,0 days 01:33:04.510000,0 days 01:33:27.914000,0 days 01:34:02.522000,273.0,288.0,302.0,304.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:32:34.950000,2019-03-17 06:12:35.253,1,11.0,False,,False,True
0 days 01:35:30.431000,GAS,10,0 days 00:01:27.915000,41.0,2.0,,,0 days 00:00:29.765000,0 days 00:00:23.389000,0 days 00:00:34.761000,0 days 01:34:32.287000,0 days 01:34:55.676000,0 days 01:35:30.437000,275.0,289.0,301.0,313.0,False,SOFT,4.0,True,Red Bull Racing,0 days 01:34:02.516000,2019-03-17 06:14:02.819,1,11.0,False,,False,True
0 days 01:36:59.836000,GAS,10,0 days 00:01:29.405000,42.0,2.0,,,0 days 00:00:30.442000,0 days 00:00:23.745000,0 days 00:00:35.218000,0 days 01:36:00.879000,0 days 01:36:24.624000,0 days 01:36:59.842000,274.0,285.0,285.0,311.0,False,SOFT,5.0,True,Red Bull Racing,0 days 01:35:30.431000,2019-03-17 06:15:30.734,1,11.0,False,,False,True
0 days 01:38:28.055000,GAS,10,0 days 00:01:28.219000,43.0,2.0,,,0 days 00:00:29.786000,0 days 00:00:23.484000,0 days 00:00:34.949000,0 days 01:37:29.628000,0 days 01:37:53.112000,0 days 01:38:28.061000,272.0,285.0,285.0,287.0,False,SOFT,6.0,True,Red Bull Racing,0 days 01:36:59.836000,2019-03-17 06:17:00.139,1,11.0,False,,False,True
0 days 01:39:55.709000,GAS,10,0 days 00:01:27.654000,44.0,2.0,,,0 days 00:00:29.378000,0 days 00:00:23.405000,0 days 00:00:34.871000,0 days 01:38:57.439000,0 days 01:39:20.844000,0 days 01:39:55.715000,,286.0,287.0,289.0,False,SOFT,7.0,True,Red Bull Racing,0 days 01:38:28.055000,2019-03-17 06:18:28.358,1,11.0,False,,False,True
0 days 01:41:23.537000,GAS,10,0 days 00:01:27.828000,45.0,2.0,,,0 days 00:00:29.401000,0 days 00:00:23.341000,0 days 00:00:35.086000,0 days 01:40:25.116000,0 days 01:40:48.457000,0 days 01:41:23.543000,275.0,289.0,290.0,294.0,False,SOFT,8.0,True,Red Bull Racing,0 days 01:39:55.709000,2019-03-17 06:19:56.012,1,11.0,False,,False,True
0 days 01:42:51.398000,GAS,10,0 days 00:01:27.861000,46.0,2.0,,,0 days 00:00:29.393000,0 days 00:00:23.407000,0 days 00:00:35.061000,0 days 01:41:52.936000,0 days 01:42:16.343000,0 days 01:42:51.404000,277.0,290.0,303.0,295.0,False,SOFT,9.0,True,Red Bull Racing,0 days 01:41:23.537000,2019-03-17 06:21:23.840,1,11.0,False,,False,True
0 days 01:44:19.629000,GAS,10,0 days 00:01:28.231000,47.0,2.0,,,0 days 00:00:29.613000,0 days 00:00:23.583000,0 days 00:00:35.035000,0 days 01:43:21.017000,0 days 01:43:44.600000,0 days 01:44:19.635000,276.0,292.0,305.0,316.0,False,SOFT,10.0,True,Red Bull Racing,0 days 01:42:51.398000,2019-03-17 06:22:51.701,1,11.0,False,,False,True
0 days 01:45:48.241000,GAS,10,0 days 00:01:28.612000,48.0,2.0,,,0 days 00:00:29.687000,0 days 00:00:23.775000,0 days 00:00:35.150000,0 days 01:44:49.322000,0 days 01:45:13.097000,0 days 01:45:48.247000,275.0,290.0,305.0,,False,SOFT,11.0,True,Red Bull Racing,0 days 01:44:19.629000,2019-03-17 06:24:19.932,1,11.0,False,,False,True
0 days 01:47:16.692000,GAS,10,0 days 00:01:28.451000,49.0,2.0,,,0 days 00:00:29.580000,0 days 00:00:23.708000,0 days 00:00:35.163000,0 days 01:46:17.827000,0 days 01:46:41.535000,0 days 01:47:16.698000,277.0,292.0,307.0,319.0,False,SOFT,12.0,True,Red Bull Racing,0 days 01:45:48.241000,2019-03-17 06:25:48.544,1,11.0,False,,False,True
0 days 01:48:48.047000,GAS,10,0 days 00:01:31.355000,50.0,2.0,,,0 days 00:00:30.367000,0 days 00:00:23.941000,0 days 00:00:37.047000,0 days 01:47:47.065000,0 days 01:48:11.006000,0 days 01:48:48.053000,268.0,289.0,298.0,320.0,False,SOFT,13.0,True,Red Bull Racing,0 days 01:47:16.692000,2019-03-17 06:27:16.995,1,11.0,False,,False,True
0 days 01:50:17.004000,GAS,10,0 days 00:01:28.957000,51.0,2.0,,,0 days 00:00:29.648000,0 days 00:00:23.606000,0 days 00:00:35.703000,0 days 01:49:17.701000,0 days 01:49:41.307000,0 days 01:50:17.010000,274.0,295.0,304.0,310.0,False,SOFT,14.0,True,Red Bull Racing,0 days 01:48:48.047000,2019-03-17 06:28:48.350,1,11.0,False,,False,True
0 days 01:51:45.749000,GAS,10,0 days 00:01:28.745000,52.0,2.0,,,0 days 00:00:30.170000,0 days 00:00:23.616000,0 days 00:00:34.959000,0 days 01:50:47.180000,0 days 01:51:10.796000,0 days 01:51:45.755000,277.0,290.0,302.0,314.0,False,SOFT,15.0,True,Red Bull Racing,0 days 01:50:17.004000,2019-03-17 06:30:17.307,1,11.0,False,,False,True
0 days 01:53:13.973000,GAS,10,0 days 00:01:28.224000,53.0,2.0,,,0 days 00:00:29.332000,0 days 00:00:23.423000,0 days 00:00:35.469000,0 days 01:52:15.087000,0 days 01:52:38.510000,0 days 01:53:13.979000,280.0,293.0,304.0,315.0,False,SOFT,16.0,True,Red Bull Racing,0 days 01:51:45.749000,2019-03-17 06:31:46.052,1,11.0,False,,False,True
0 days 01:54:41.954000,GAS,10,0 days 00:01:27.981000,54.0,2.0,,,0 days 00:00:29.471000,0 days 00:00:23.579000,0 days 00:00:34.931000,0 days 01:53:43.450000,0 days 01:54:07.029000,0 days 01:54:41.960000,277.0,291.0,291.0,318.0,False,SOFT,17.0,True,Red Bull Racing,0 days 01:53:13.973000,2019-03-17 06:33:14.276,1,11.0,False,,False,True
0 days 01:56:10.498000,GAS,10,0 days 00:01:28.544000,55.0,2.0,,,0 days 00:00:29.429000,0 days 00:00:23.285000,0 days 00:00:35.830000,0 days 01:55:11.389000,0 days 01:55:34.674000,0 days 01:56:10.504000,279.0,304.0,309.0,299.0,False,SOFT,18.0,True,Red Bull Racing,0 days 01:54:41.954000,2019-03-17 06:34:42.257,1,11.0,False,,False,True
0 days 01:57:39.606000,GAS,10,0 days 00:01:29.108000,56.0,2.0,,,0 days 00:00:29.979000,0 days 00:00:23.913000,0 days 00:00:35.216000,0 days 01:56:40.483000,0 days 01:57:04.396000,0 days 01:57:39.612000,278.0,296.0,310.0,315.0,False,SOFT,19.0,True,Red Bull Racing,0 days 01:56:10.498000,2019-03-17 06:36:10.801,1,11.0,False,,False,True
0 days 01:59:08.480000,GAS,10,0 days 00:01:28.874000,57.0,2.0,,,0 days 00:00:29.513000,0 days 00:00:23.868000,0 days 00:00:35.493000,0 days 01:58:09.125000,0 days 01:58:32.993000,0 days 01:59:08.486000,276.0,292.0,310.0,321.0,False,SOFT,20.0,True,Red Bull Racing,0 days 01:57:39.606000,2019-03-17 06:37:39.909,1,11.0,False,,False,True
